,Bio,Profession,Gender
8776,"_ is the founder, and currently the voluntary Director, of Camp Veritas, an outdoor camp for Catholic youth. _ and _ wife, Elizabeth, have been blessed with five children, Christopher, Trinity, Grace, Mary, and Justice.",physician,M
8777,"_ is also director of the Project on Religion and Economic Change (PREC). _ research analyzes the long-term roots of education, mass printing, economic development and democracy in former colonies. As part of PREC, _ built a global, geo-spatial database of virtually all Protestant and Catholic missionary activity, education, and medical work from the mid-19th to mid-20th centuries. The database also includes detailed measures of colonial history, climate, terrain and geography. _ will be focusing on the role of “conversionary Protestants” in promoting religious, social, economic, and political freedom around the world between the late 1700s and the late 1900s for the Christianity and Freedom Project at the Berkley Center.",professor,M
8778,"_'s work ranges from experimental, animated shorts to feature length skateboarding documentaries and music videos, all with a signature ""hands on"" approach. _ has worked with a range of clients, including Levi's, Carhartt, and Nike.",filmmaker,M
8779,"_ graduated with honors in 2010. Having more than 6 years of diverse experiences, especially in NURSE PRACTITIONER, _ _ _ affiliates with no hospital, and cooperates with other doctors and specialists without joining any medical groups. Call _ _ _ on phone number (513) 751-2273 for more information and advises or to book an appointment.",nurse,F
8780,"_ graduated with honors in 1997. Having more than 19 years of diverse experiences, especially in NURSE PRACTITIONER, _ _ affiliates with Signature Healthcare Brockton Hospital, and cooperates with other doctors and specialists in medical group Signature Healthcare Medical Group, Inc.. Call _ _ on phone number (508) 894-0400 for more information and advises or to book an appointment.",nurse,F
8781,"_ started _ career rhyming on the streets, collaborating with friends (50 Cent among them) and releasing mixtapes. G-Unit, the hip hop producing group _ formed with _ buddies, continued the practice of street marketing. _ _, like 50 Cent moved into the mainstream in 2003, first appearing on 50 cent's album Get Rich or Die Tryin' and then in 2004 with the release of _ own The Hunger for More.",rapper,M
8782,"_ received the 1998 Excellence in Caring Practices award, which is part of AACN’s Circle of Excellence recognition program. Presented here are excerpts from the exemplar submitted by _ in connection with _ award. For more information about the Circle of Excellence award program, call (800) 899-AACN (2226).",nurse,F
8783,"_ is certified in WebSphere Application Server, WebSphere Administration, WebSphere Studio, DB2 7.1, VisualAge for Java and is a certified Java Programmer. _ has contributed to multiple VisualAge for Java books and has been a speaker at technical conferences. _ is the technical lead at the Northern California/SF WebSphere users group. _ has a B.S. in Business Administration with a MIS minor. Dave Ramirez is a Lead...See more",architect,M
8784,_ is a political analyst in Persian media such as BBC Persian service. _ was a student activist and member of The Office for Strengthening Unity scenes 2003-2006. _ was arrested in 2003 and sentenced to 4 years in prison. After _ finished _ study in field of Ceramic Engineering in The Iran University of Science and Technology in Tehran _ continued to _ activity and became a member of The Alumni Organization of Iran (Consolidation of Unity) in 2007. During the presidential election in 2009 _ was member of Mehdi Karubi’s campaign.,journalist,M
8785,"_ research is focused on the relationship between biological variation, cultural practices, and the environment. _ current research includes an investigation of the genetic factors influencing type 2 diabetes in American Indians. In addition to _ human variation research, _ uses faunal skeletal biology and paleopathology to examine the prehistory of human-animal interactions. Read More",professor,F
8786,_ is licensed to practice law in Massachusetts and obtained _ degree in law from the Boston University School of Law. _ is exceptionally skilled in dealing with legal cases that involve mergers and acquisitions. _ is also experienced in dealing with commercial contracts. _ served as the vice principal of the Lahey Health System for 16 years.,attorney,M
8787,"Born in Birmingham, _ came to photography via the British Royal Air Force, qualifying as a barrister, and exciting times in educational publishing in Nigeria. _ work is exhibited and collected widely, and is in permanent collections including the National Portrait Gallery, the Victoria & Albert Museum, the Royal Society, and several Oxbridge colleges. For the last 10 years _’s specialised in portraits of mature women of outstanding achievement.",photographer,M
8788,"During that time, _ has liquidated assets as a bankruptcy trustee attorney, litigated complex bankruptcy cases for Chapter 7 Trustees in the South District of Texas, and represented clients in a wide range of estate planning and probate maters. In the 1990’s, _ was a lead attorney for the FDIC on numerous bank closings, including one of the largest bank closings in the state of Texas. Currently, _ has been helping executors, and administrators, and families who have deceased relatives owning assets in various counties navigate the Texas probate process.",attorney,F
8789,"_ links the chronic fatigue, severe muscle pain, memory loss and other illnesses that about 250,000 Persian Gulf War veterans are experiencing to the drug pyridostigmine bromide they were given to protect against nerve gas attacks, and exposure to organophosphate pesticides.",professor,F
8790,"_ main research interest is Visual Analytics, with a specific focus on high-dimensional data analysis and the use of visualization in machine learning.",professor,M
